CustomerID,total_revenue,cumulative_revenue,cumulative_pct,customer_pct,segment
14895.0,11138.71,3472785.3400000003,38.97,2.01,High Value
12409.0,11072.67,3483858.0100000002,39.09,2.03,High Value
15482.0,11054.96,3494912.97,39.22,2.05,High Value
17581.0,11045.039999999999,3505958.0100000002,39.34,2.07,High Value
13319.0,10845.55,3516803.56,39.46,2.1,High Value
17107.0,10815.43,3527618.99,39.59,2.12,High Value
13340.0,10736.48,3538355.47,39.71,2.14,High Value
14769.0,10674.75,3549030.22,39.83,2.17,High Value
17139.0,10668.47,3559698.6900000004,39.95,2.19,High Value
16779.0,10629.72,3570328.4100000006,40.06,2.21,High Value
17865.0,10526.32,3580854.7300000004,40.18,2.24,High Value
17706.0,10504.49,3591359.2200000007,40.3,2.26,High Value
15251.0,10484.99,3601844.210000001,40.42,2.28,High Value
14062.0,10464.85,3612309.060000001,40.54,2.31,High Value
15615.0,10399.74,3622708.800000001,40.65,2.33,High Value
15502.0,10384.93,3633093.7300000014,40.77,2.35,High Value
16180.0,10254.18,3643347.9100000015,40.88,2.37,High Value
16843.0,10196.57,3653544.4800000014,41.0,2.4,High Value
12590.0,9864.26,3663408.740000001,41.11,2.42,High Value
13001.0,9818.82,3673227.560000001,41.22,2.44,High Value
13199.0,9817.12,3683044.680000001,41.33,2.47,High Value
15078.0,9743.11,3692787.790000001,41.44,2.49,High Value
12709.0,9736.52,3702524.310000001,41.55,2.51,High Value
13458.0,9646.57,3712170.880000001,41.66,2.54,High Value
14733.0,9585.91,3721756.790000001,41.76,2.56,High Value
16523.0,9418.47,3731175.260000001,41.87,2.58,High Value
12567.0,9401.28,3740576.540000001,41.98,2.6,High Value
14367.0,9261.52,3749838.060000001,42.08,2.63,High Value
14667.0,9241.2,3759079.260000001,42.18,2.65,High Value
18092.0,9068.26,3768147.520000001,42.28,2.67,High Value
13969.0,9053.94,3777201.460000001,42.39,2.7,High Value
12451.0,9035.52,3786236.980000001,42.49,2.72,High Value
13488.0,8968.31,3795205.290000001,42.59,2.74,High Value
13090.0,8910.82,3804116.110000001,42.69,2.77,High Value
16033.0,8816.4,3812932.5100000007,42.79,2.79,High Value
17017.0,8694.26,3821626.7700000005,42.88,2.81,High Value
17243.0,8676.85,3830303.6200000006,42.98,2.84,High Value
17306.0,8631.31,3838934.9300000006,43.08,2.86,High Value
16656.0,8625.8,3847560.7300000004,43.18,2.88,High Value
14527.0,8508.82,3856069.5500000003,43.27,2.9,High Value
12683.0,8476.57,3864546.12,43.37,2.93,High Value
18139.0,8438.34,3872984.46,43.46,2.95,High Value
15358.0,8347.2,3881331.66,43.55,2.97,High Value
16558.0,8338.49,3889670.1500000004,43.65,3.0,High Value
14056.0,8214.65,3897884.8000000003,43.74,3.02,High Value
14936.0,8137.02,3906021.8200000003,43.83,3.04,High Value
16672.0,8134.94,3914156.7600000002,43.92,3.07,High Value
13854.0,8109.5199999999995,3922266.2800000003,44.01,3.09,High Value
14952.0,8099.49,3930365.7700000005,44.1,3.11,High Value
18109.0,8052.97,3938418.7400000007,44.2,3.14,High Value
14796.0,8022.49,3946441.230000001,44.29,3.16,High Value
12428.0,7956.46,3954397.690000001,44.37,3.18,High Value
15290.0,7943.22,3962340.910000001,44.46,3.2,High Value
14849.0,7930.54,3970271.450000001,44.55,3.23,High Value
12757.0,7857.1,3978128.550000001,44.64,3.25,High Value
17811.0,7837.73,3985966.280000001,44.73,3.27,High Value
13093.0,7832.47,3993798.7500000014,44.82,3.3,High Value
12435.0,7829.889999999999,4001628.6400000015,44.9,3.32,High Value
13629.0,7792.36,4009421.0000000014,44.99,3.34,High Value
15044.0,7700.2300000000005,4017121.2300000014,45.08,3.37,High Value
15194.0,7616.53,4024737.760000001,45.16,3.39,High Value
18172.0,7561.68,4032299.4400000013,45.25,3.41,High Value
13263.0,7454.07,4039753.510000001,45.33,3.43,High Value
12474.0,7375.79,4047129.300000001,45.42,3.46,High Value
12980.0,7374.9,4054504.200000001,45.5,3.48,High Value
15465.0,7354.62,4061858.820000001,45.58,3.5,High Value
17396.0,7330.8,4069189.620000001,45.66,3.53,High Value
12583.0,7281.38,4076471.000000001,45.74,3.55,High Value
13018.0,7277.7,4083748.700000001,45.83,3.57,High Value
18229.0,7276.9,4091025.600000001,45.91,3.6,High Value
16923.0,7247.61,4098273.210000001,45.99,3.62,High Value
16729.0,7239.92,4105513.130000001,46.07,3.64,High Value
16745.0,7194.3,4112707.4300000006,46.15,3.67,High Value
16873.0,7123.62,4119831.0500000007,46.23,3.69,High Value
13324.0,7121.95,4126953.000000001,46.31,3.71,High Value
13985.0,7060.13,4134013.130000001,46.39,3.73,High Value
14961.0,7044.68,4141057.810000001,46.47,3.76,High Value
12766.0,6989.63,4148047.440000001,46.55,3.78,High Value
12798.0,6977.04,4155024.480000001,46.63,3.8,High Value
12989.0,6924.11,4161948.590000001,46.7,3.83,High Value
16713.0,6923.13,4168871.7200000007,46.78,3.85,High Value
13027.0,6912.0,4175783.7200000007,46.86,3.87,High Value
16187.0,6911.44,4182695.1600000006,46.94,3.9,High Value
17416.0,6893.42,4189588.5800000005,47.01,3.92,High Value
12705.0,6868.29,4196456.87,47.09,3.94,High Value
12476.0,6816.42,4203273.29,47.17,3.96,High Value
12830.0,6814.64,4210087.93,47.24,3.99,High Value
15023.0,6802.76,4216890.6899999995,47.32,4.01,High Value
18055.0,6784.19,4223674.88,47.4,4.03,High Value
15601.0,6776.56,4230451.4399999995,47.47,4.06,High Value
16652.0,6773.97,4237225.409999999,47.55,4.08,High Value
16532.0,6748.8,4243974.209999999,47.62,4.1,High Value
13576.0,6717.34,4250691.549999999,47.7,4.13,High Value
16746.0,6697.66,4257389.209999999,47.77,4.15,High Value
15249.0,6688.46,4264077.669999999,47.85,4.17,High Value
16353.0,6675.71,4270753.379999999,47.92,4.2,High Value
17338.0,6643.93,4277397.309999999,48.0,4.22,High Value
12626.0,6620.48,4284017.789999999,48.07,4.24,High Value
16182.0,6617.65,4290635.4399999995,48.15,4.26,High Value
15144.0,6580.44,4297215.88,48.22,4.29,High Value
12472.0,6572.11,4303787.99,48.3,4.31,High Value
16814.0,6509.1,4310297.09,48.37,4.33,High Value
12431.0,6487.45,4316784.54,48.44,4.36,High Value
18223.0,6484.54,4323269.08,48.51,4.38,High Value
15694.0,6479.4,4329748.48,48.59,4.4,High Value
13225.0,6463.84,4336212.32,48.66,4.43,High Value
13102.0,6424.09,4342636.41,48.73,4.45,High Value
13871.0,6403.25,4349039.66,48.8,4.47,High Value
12359.0,6372.58,4355412.24,48.87,4.5,High Value
13668.0,6363.59,4361775.83,48.95,4.52,High Value
13709.0,6328.05,4368103.88,49.02,4.54,High Value
15005.0,6316.57,4374420.45,49.09,4.56,High Value
17315.0,6292.26,4380712.71,49.16,4.59,High Value
16126.0,6287.77,4387000.4799999995,49.23,4.61,High Value
14057.0,6217.96,4393218.4399999995,49.3,4.63,High Value
12357.0,6207.67,4399426.109999999,49.37,4.66,High Value
14060.0,6140.42,4405566.529999999,49.44,4.68,High Value
13418.0,6127.43,4411693.959999999,49.51,4.7,High Value
17509.0,6115.14,4417809.099999999,49.57,4.73,High Value
15939.0,6115.01,4423924.1099999985,49.64,4.75,High Value
14735.0,6065.69,4429989.799999999,49.71,4.77,High Value
12637.0,6021.9,4436011.699999999,49.78,4.79,High Value
13097.0,6010.42,4442022.119999999,49.85,4.82,High Value
13316.0,5977.73,4447999.85,49.91,4.84,High Value
14101.0,5976.79,4453976.64,49.98,4.86,High Value
15382.0,5955.71,4459932.35,50.05,4.89,High Value
14505.0,5905.64,4465837.989999999,50.11,4.91,High Value
14415.0,5900.28,4471738.27,50.18,4.93,High Value
14944.0,5900.25,4477638.52,50.25,4.96,High Value
13209.0,5891.61,4483530.13,50.31,4.98,High Value
13534.0,5870.08,4489400.21,50.38,5.0,High Value
13050.0,5836.86,4495237.07,50.44,5.03,High Value
12720.0,5781.73,4501018.800000001,50.51,5.05,High Value
15218.0,5756.89,4506775.69,50.57,5.07,High Value
17686.0,5739.46,4512515.15,50.64,5.09,High Value
13178.0,5725.47,4518240.62,50.7,5.12,High Value
16553.0,5719.82,4523960.44,50.77,5.14,High Value
13468.0,5704.97,4529665.41,50.83,5.16,High Value
14110.0,5683.15,4535348.5600000005,50.89,5.19,High Value
14049.0,5681.72,4541030.28,50.96,5.21,High Value
17049.0,5659.9800000000005,4546690.260000001,51.02,5.23,High Value
17716.0,5655.99,4552346.250000001,51.08,5.26,High Value
13004.0,5655.91,4558002.160000001,51.15,5.28,High Value
18118.0,5653.82,4563655.980000001,51.21,5.3,High Value
14688.0,5630.87,4569286.8500000015,51.27,5.33,High Value
17757.0,5605.29,4574892.1400000015,51.34,5.35,High Value
12481.0,5596.32,4580488.460000002,51.4,5.37,High Value
12839.0,5591.42,4586079.880000002,51.46,5.39,High Value
16767.0,5580.6,4591660.480000001,51.53,5.42,High Value
16161.0,5575.56,4597236.040000001,51.59,5.44,High Value
12539.0,5568.35,4602804.390000001,51.65,5.46,High Value
15805.0,5528.48,4608332.870000001,51.71,5.49,High Value
18225.0,5509.12,4613841.990000001,51.77,5.51,High Value
16609.0,5493.46,4619335.450000001,51.84,5.53,High Value
16985.0,5464.12,4624799.570000001,51.9,5.56,High Value
16265.0,5447.0,4630246.570000001,51.96,5.58,High Value
18198.0,5425.56,4635672.130000001,52.02,5.6,High Value
12490.0,5417.93,4641090.0600000005,52.08,5.62,High Value
17809.0,5411.91,4646501.970000001,52.14,5.65,High Value
16701.0,5398.3,4651900.2700000005,52.2,5.67,High Value
17719.0,5396.04,4657296.3100000005,52.26,5.69,High Value
17850.0,5391.21,4662687.5200000005,52.32,5.72,High Value
16303.0,5360.63,4668048.15,52.38,5.74,High Value
13269.0,5346.23,4673394.380000001,52.44,5.76,High Value
15150.0,5314.47,4678708.850000001,52.5,5.79,High Value
17730.0,5298.48,4684007.330000001,52.56,5.81,High Value
17061.0,5232.23,4689239.560000001,52.62,5.83,High Value
18226.0,5228.05,4694467.610000001,52.68,5.86,High Value
12362.0,5226.23,4699693.840000002,52.74,5.88,High Value
15046.0,5213.7699999999995,4704907.610000001,52.8,5.9,High Value
16258.0,5203.51,4710111.120000001,52.85,5.92,High Value
13756.0,5189.52,4715300.640000001,52.91,5.95,High Value
16191.0,5180.5199999999995,4720481.16,52.97,5.97,High Value
15727.0,5178.96,4725660.12,53.03,5.99,High Value
17858.0,5155.66,4730815.78,53.09,6.02,High Value
13599.0,5153.67,4735969.45,53.15,6.04,High Value
15903.0,5126.76,4741096.21,53.2,6.06,High Value
13941.0,5112.96,4746209.17,53.26,6.09,High Value
17602.0,5102.97,4751312.14,53.32,6.11,High Value
16700.0,5076.55,4756388.6899999995,53.37,6.13,High Value
14562.0,5074.7699999999995,4761463.459999999,53.43,6.15,High Value
15301.0,5070.35,4766533.809999999,53.49,6.18,High Value
13139.0,5064.9400000000005,4771598.749999999,53.54,6.2,High Value
12432.0,5059.32,4776658.069999999,53.6,6.22,High Value
15719.0,5045.61,4781703.68,53.66,6.25,High Value
17426.0,5037.26,4786740.9399999995,53.71,6.27,High Value
14329.0,5014.84,4791755.779999999,53.77,6.29,High Value
14755.0,5010.28,4796766.06,53.83,6.32,High Value
12444.0,5005.46,4801771.52,53.88,6.34,High Value
15032.0,4959.1,4806730.619999999,53.94,6.36,High Value
15547.0,4954.84,4811685.459999999,53.99,6.39,High Value
12437.0,4951.41,4816636.869999999,54.05,6.41,High Value
12700.0,4939.99,4821576.859999999,54.11,6.43,High Value
15786.0,4932.2,4826509.06,54.16,6.45,High Value
14709.0,4921.04,4831430.1,54.22,6.48,High Value
17133.0,4892.24,4836322.34,54.27,6.5,High Value
12664.0,4881.88,4841204.22,54.33,6.52,High Value
12688.0,4873.81,4846078.029999999,54.38,6.55,High Value
14292.0,4871.93,4850949.959999999,54.44,6.57,High Value
17652.0,4867.72,4855817.679999999,54.49,6.59,High Value
15738.0,4812.42,4860630.099999999,54.54,6.62,High Value
13013.0,4810.94,4865441.039999999,54.6,6.64,High Value
15555.0,4805.17,4870246.209999999,54.65,6.66,High Value
17365.0,4801.56,4875047.769999999,54.71,6.69,High Value
15298.0,4799.9,4879847.669999999,54.76,6.71,High Value
15187.0,4777.18,4884624.849999999,54.81,6.73,High Value
17690.0,4757.95,4889382.799999999,54.87,6.75,High Value
12955.0,4757.16,4894139.959999999,54.92,6.78,High Value
14180.0,4748.5199999999995,4898888.479999999,54.97,6.8,High Value
15152.0,4745.69,4903634.169999999,55.03,6.82,High Value
16722.0,4730.81,4908364.979999999,55.08,6.85,High Value
12714.0,4708.86,4913073.839999999,55.13,6.87,High Value
14159.0,4693.01,4917766.849999999,55.19,6.89,High Value
14135.0,4690.31,4922457.159999998,55.24,6.92,High Value
14191.0,4684.76,4927141.919999998,55.29,6.94,High Value
15291.0,4668.3,4931810.219999998,55.34,6.96,High Value
14189.0,4654.08,4936464.299999998,55.39,6.98,High Value
14390.0,4652.82,4941117.119999998,55.45,7.01,High Value
14286.0,4628.75,4945745.869999998,55.5,7.03,High Value
16931.0,4604.22,4950350.089999998,55.55,7.05,High Value
13802.0,4599.42,4954949.509999998,55.6,7.08,High Value
15093.0,4597.02,4959546.5299999975,55.65,7.1,High Value
14004.0,4582.64,4964129.169999997,55.71,7.12,High Value
17613.0,4559.15,4968688.3199999975,55.76,7.15,High Value
17068.0,4552.14,4973240.459999997,55.81,7.17,High Value
12484.0,4541.72,4977782.179999997,55.86,7.19,High Value
13267.0,4521.49,4982303.669999997,55.91,7.22,High Value
15299.0,4507.01,4986810.679999997,55.96,7.24,High Value
17975.0,4488.81,4991299.4899999965,56.01,7.26,High Value
12524.0,4485.72,4995785.209999996,56.06,7.28,High Value
14426.0,4481.67,5000266.879999996,56.11,7.31,High Value
16984.0,4481.35,5004748.229999996,56.16,7.33,High Value
17364.0,4481.18,5009229.4099999955,56.21,7.35,High Value
12627.0,4478.53,5013707.939999996,56.26,7.38,High Value
14085.0,4448.54,5018156.479999996,56.31,7.4,High Value
14534.0,4447.05,5022603.529999996,56.36,7.42,High Value
13069.0,4436.12,5027039.649999996,56.41,7.45,High Value
15955.0,4416.26,5031455.9099999955,56.46,7.47,High Value
16626.0,4413.1,5035869.009999995,56.51,7.49,High Value
15874.0,4405.88,5040274.889999995,56.56,7.51,High Value
12712.0,4396.13,5044671.019999995,56.61,7.54,High Value
13505.0,4393.63,5049064.649999995,56.66,7.56,High Value
12752.0,4366.78,5053431.429999995,56.71,7.58,High Value
16945.0,4345.5,5057776.929999995,56.76,7.61,High Value
14016.0,4341.21,5062118.139999995,56.8,7.63,High Value
14800.0,4339.74,5066457.879999995,56.85,7.65,High Value
14525.0,4332.2,5070790.079999995,56.9,7.68,High Value
17567.0,4331.48,5075121.559999996,56.95,7.7,High Value
18251.0,4314.72,5079436.279999996,57.0,7.72,High Value
12347.0,4310.0,5083746.279999996,57.05,7.75,High Value
15034.0,4308.61,5088054.889999996,57.1,7.77,High Value
17937.0,4301.22,5092356.109999996,57.14,7.79,High Value
14422.0,4263.64,5096619.749999995,57.19,7.81,High Value
12500.0,4257.82,5100877.569999996,57.24,7.84,High Value
17419.0,4226.57,5105104.139999996,57.29,7.86,High Value
14277.0,4216.2,5109320.339999996,57.33,7.88,High Value
15804.0,4206.39,5113526.729999996,57.38,7.91,High Value
17920.0,4204.1,5117730.829999995,57.43,7.93,High Value
15971.0,4199.85,5121930.679999995,57.48,7.95,High Value
12747.0,4196.01,5126126.689999995,57.52,7.98,High Value
14146.0,4191.0,5130317.689999995,57.57,8.0,High Value
18041.0,4183.39,5134501.0799999945,57.62,8.02,High Value
12949.0,4167.22,5138668.299999994,57.66,8.05,High Value
15570.0,4165.5199999999995,5142833.819999994,57.71,8.07,High Value
16549.0,4154.64,5146988.459999993,57.76,8.09,High Value
13384.0,4151.93,5151140.389999993,57.8,8.11,High Value
13555.0,4149.28,5155289.669999993,57.85,8.14,High Value
13988.0,4147.96,5159437.629999993,57.9,8.16,High Value
15514.0,4139.46,5163577.089999993,57.94,8.18,High Value
12569.0,4124.69,5167701.779999994,57.99,8.21,High Value
16592.0,4113.68,5171815.459999993,58.04,8.23,High Value
17940.0,4106.4400000000005,5175921.899999994,58.08,8.25,High Value
17377.0,4100.92,5180022.819999994,58.13,8.28,High Value
16401.0,4098.32,5184121.139999994,58.17,8.3,High Value
16670.0,4095.9,5188217.039999994,58.22,8.32,High Value
12749.0,4090.88,5192307.919999994,58.27,8.34,High Value
14092.0,4076.91,5196384.8299999945,58.31,8.37,High Value
12449.0,4067.29,5200452.1199999945,58.36,8.39,High Value
18087.0,4055.7200000000003,5204507.839999994,58.4,8.41,High Value
14401.0,4051.48,5208559.319999995,58.45,8.44,High Value
12656.0,4051.17,5212610.489999995,58.49,8.46,High Value
12867.0,4036.82,5216647.309999995,58.54,8.48,High Value
13815.0,4027.36,5220674.669999995,58.58,8.51,High Value
12841.0,4022.35,5224697.019999995,58.63,8.53,High Value
12957.0,4017.54,5228714.559999995,58.67,8.55,High Value
12378.0,4008.62,5232723.179999995,58.72,8.58,High Value
14547.0,4007.54,5236730.719999995,58.76,8.6,High Value
16186.0,4006.94,5240737.6599999955,58.81,8.62,High Value
17769.0,3997.98,5244735.639999996,58.85,8.64,High Value
15529.0,3995.23,5248730.869999996,58.9,8.67,High Value
17001.0,3989.57,5252720.439999997,58.94,8.69,High Value
15416.0,3984.32,5256704.759999997,58.99,8.71,High Value
17611.0,3984.22,5260688.979999997,59.03,8.74,High Value
12779.0,3981.36,5264670.339999997,59.08,8.76,High Value
12727.0,3980.7,5268651.039999997,59.12,8.78,High Value
14299.0,3965.62,5272616.659999997,59.17,8.81,High Value
13523.0,3964.88,5276581.539999997,59.21,8.83,High Value
13183.0,3957.7799999999997,5280539.3199999975,59.26,8.85,High Value
17651.0,3945.0,5284484.3199999975,59.3,8.88,High Value
12473.0,3938.55,5288422.869999997,59.34,8.9,High Value
17593.0,3927.34,5292350.209999997,59.39,8.92,High Value
14739.0,3902.28,5296252.489999997,59.43,8.94,High Value
13999.0,3901.81,5300154.299999997,59.48,8.97,High Value
14291.0,3883.25,5304037.549999997,59.52,8.99,High Value
18073.0,3877.52,5307915.069999997,59.56,9.01,High Value
13124.0,3866.33,5311781.399999997,59.61,9.04,High Value
15195.0,3861.0,5315642.399999997,59.65,9.06,High Value
16717.0,3858.38,5319500.779999997,59.69,9.08,High Value
12662.0,3849.7799999999997,5323350.559999997,59.74,9.11,High Value
16327.0,3844.22,5327194.779999997,59.78,9.13,High Value
13266.0,3834.2599999999998,5331029.039999996,59.82,9.15,High Value
17091.0,3827.76,5334856.799999996,59.87,9.17,High Value
15867.0,3812.64,5338669.439999996,59.91,9.2,High Value
12755.0,3811.9500000000003,5342481.389999996,59.95,9.22,High Value
12597.0,3811.22,5346292.609999996,59.99,9.24,High Value
13435.0,3809.89,5350102.499999995,60.04,9.27,High Value
12668.0,3807.15,5353909.649999996,60.08,9.29,High Value
16145.0,3799.49,5357709.139999996,60.12,9.31,High Value
16655.0,3794.52,5361503.6599999955,60.16,9.34,High Value
16168.0,3787.6,5365291.259999995,60.21,9.36,High Value
16019.0,3786.24,5369077.499999995,60.25,9.38,High Value
12562.0,3781.7400000000002,5372859.239999996,60.29,9.41,High Value
17173.0,3766.6,5376625.839999995,60.33,9.43,High Value
16904.0,3754.27,5380380.109999995,60.38,9.45,High Value
12429.0,3750.4,5384130.509999995,60.42,9.47,High Value
17238.0,3744.65,5387875.1599999955,60.46,9.5,High Value
14145.0,3742.2,5391617.359999996,60.5,9.52,High Value
13552.0,3740.07,5395357.429999996,60.54,9.54,High Value
16570.0,3738.4,5399095.829999996,60.59,9.57,High Value
15808.0,3734.9700000000003,5402830.799999996,60.63,9.59,High Value
14282.0,3729.34,5406560.139999996,60.67,9.61,High Value
12502.0,3723.87,5410284.009999996,60.71,9.64,High Value
12647.0,3722.82,5414006.829999996,60.75,9.66,High Value
13680.0,3722.42,5417729.249999996,60.8,9.68,High Value
16240.0,3718.8,5421448.049999996,60.84,9.7,High Value
14364.0,3717.35,5425165.399999996,60.88,9.73,High Value
15845.0,3711.77,5428877.169999995,60.92,9.75,High Value
15622.0,3709.56,5432586.729999995,60.96,9.77,High Value
13148.0,3707.12,5436293.849999995,61.0,9.8,High Value
17819.0,3704.87,5439998.719999995,61.05,9.82,High Value
15379.0,3703.29,5443702.009999995,61.09,9.84,High Value
12553.0,3692.28,5447394.289999995,61.13,9.87,High Value
16253.0,3683.86,5451078.149999996,61.17,9.89,High Value
15581.0,3679.9700000000003,5454758.119999995,61.21,9.91,High Value
15296.0,3672.86,5458430.979999996,61.25,9.94,High Value
18079.0,3651.97,5462082.9499999955,61.29,9.96,High Value
13137.0,3650.41,5465733.359999996,61.33,9.98,High Value
12417.0,3649.1,5469382.459999995,61.38,10.0,High Value
16712.0,3645.43,5473027.889999995,61.42,10.03,High Value
13426.0,3641.32,5476669.209999995,61.46,10.05,High Value
12619.0,3641.24,5480310.4499999955,61.5,10.07,High Value
16440.0,3640.67,5483951.119999995,61.54,10.1,High Value
13381.0,3639.31,5487590.429999995,61.58,10.12,High Value
17230.0,3638.41,5491228.839999995,61.62,10.14,High Value
14543.0,3630.33,5494859.169999995,61.66,10.17,High Value
17528.0,3628.5,5498487.669999995,61.7,10.19,High Value
13327.0,3627.77,5502115.439999995,61.74,10.21,High Value
13520.0,3624.35,5505739.789999994,61.78,10.24,High Value
17576.0,3622.68,5509362.469999994,61.82,10.26,High Value
14040.0,3614.92,5512977.389999994,61.86,10.28,High Value
13082.0,3613.63,5516591.019999994,61.9,10.3,High Value
15505.0,3610.96,5520201.979999994,61.95,10.33,High Value
15113.0,3609.33,5523811.309999994,61.99,10.35,High Value
16242.0,3603.21,5527414.519999994,62.03,10.37,High Value
15484.0,3594.31,5531008.829999994,62.07,10.4,High Value
14132.0,3586.0299999999997,5534594.859999994,62.11,10.42,High Value
17203.0,3563.85,5538158.709999993,62.15,10.44,High Value
17491.0,3558.87,5541717.579999994,62.19,10.47,High Value
15544.0,3546.71,5545264.2899999935,62.23,10.49,High Value
12370.0,3545.69,5548809.979999994,62.27,10.51,High Value
14503.0,3543.26,5552353.239999994,62.31,10.53,High Value
13448.0,3539.37,5555892.609999994,62.35,10.56,High Value
13334.0,3536.82,5559429.429999994,62.39,10.58,High Value
12454.0,3528.34,5562957.769999994,62.43,10.6,High Value
17160.0,3518.03,5566475.799999994,62.46,10.63,High Value
13953.0,3515.68,5569991.479999994,62.5,10.65,High Value
16360.0,3512.53,5573504.009999994,62.54,10.67,High Value
